ID,ISSUE,PROPLetter,PROPTitle,Month,Day,Year,Date,Description,PASS_FAIL,Vote_Counts_Yes,Vote_Counts_No,Percent_Vote_Yes,Percent_Vote_No,Percent_Required_To_Pass,Kind,HowPlaced,Fullimage,
1455,,K,Domestic Partners,November,6,1990,"Nov 6, 1990","Shall two unmarried, unrelated people over the age of 18 who live together and agree to be jointly responsible for their basic living expenses be allowed to formally establish their relationship as a ""domestic partnership""?",P,112563,95864,54,45.9,50%+1,Ordinance,Supervisors,November6_1990short,
1456,,A,Early Retirement,November,5,1991,"Nov 5, 1991","Shall the City provide early retirement incentives during February and March 1992 to reduce its workforce and shall there be restrictions on the City's ability to replace certain early retirees until July 1, 1993?",P,139053,38794,78.1,21.8,50%+1,Charter Amendment,,November5_1991short,
1457,,B,Collective Bargaining,November,5,1991,"Nov 5, 1991","Shall the City, instead of setting salaries each year by formula, be allowed to bargain collectively over wages and benefits with certain City employee organizations, with disagreements resolved by arbitration which can be overturned by 2/3 of the Board of Supervisors?",P,96126,78950,54.9,45,50%+1,Charter Amendment,,November5_1991short,
1458,,C,Civil Service Rules,November,5,1991,"Nov 5, 1991",Shall certain Civil Service hiring regulations be removed from the Charter and placed under the control of the Civil Service Commission?,P,98473,67254,59.4,40.5,50%+1,Charter Amendment,Supervisors,November5_1991short,
1459,,D,Civil Service Eligibles,November,5,1991,"Nov 5, 1991","Shall the Charter be amended to give the same hiring rights to all applicants with the same score on a civil service list, and shall the Civil Service Commission be authorized to adopt rules increasing the number of applicants on a civil service list who may be considered for employment?",P,115412,51952,68.9,31,50%+1,Charter Amendment,Supervisors,November5_1991short,
1460,,E,Discharge of Civil Service Employees,November,5,1991,"Nov 5, 1991","Shall City departments be allowed to terminate employees subject to appeal to an outside hearing officer, and shall the City be allowed to agree to alternative procedures for terminating employees, including binding arbitration?",P,107689,60158,64.1,35.8,50%+1,Charter Amendment,Supervisors,November5_1991short,
1461,,F,Military Reservists,November,5,1991,"Nov 5, 1991","Shall the Board of Supervisors be allowed, when requested by the Mayor, to pay City employees the difference between their City salary and their military salary for up to 180 days while they are on active duty under extraordinary circumstances, if certain conditions are met?",P,114683,57211,66.7,33.2,50%+1,Charter Amendment,Supervisors,November5_1991short,
1462,,G,Housing Authority Police,November,5,1991,"Nov 5, 1991",Shall Housing Authority police officers be allowed to become San Francisco police officers if they meet state and City requirements?,P,104391,67909,60.5,39.4,50%+1,Charter Amendment,Supervisors,November5_1991short,
1463,,H,Deputy Mayor Ban,November,5,1991,"Nov 5, 1991","Shall the City be prohibited from employing on behalf of the Mayor any employee, including a deputy to the Mayor, whose duties include supervising any City department, and shall compensation of Mayor's Office employees be limited to 70 of the Mayor's compensation?",P,114583,56217,67,32.9,50%+1,Charter Amendment,Initiative,November5_1991short,
1464,,I,Appointment of Minors to Boards,November,5,1991,"Nov 5, 1991","Shall the Charter be amended to allow San Francisco residents under 18 to be appointed to a board, commission or advisory body if the law creating that body provides for such appointments?",F,72491,100272,41.9,58,50%+1,Charter Amendment,Supervisors,November5_1991short,
1465,,J,Children's Fund,November,5,1991,"Nov 5, 1991","Shall the City be required to create a Children's Fund, to be used only for certain additional services for children, by placing a certain amount of property tax revenues in the Fund annually for ten years, and shall the City be required to prepare an annual Children's Services Plan setting goals for the Fund?",P,95913,80246,54.4,45.5,50%+1,Charter Amendment,,November5_1991short,
1466,,K,Domestic Partners Repeal,November,5,1991,"Nov 5, 1991","Shall the City repeal the ordinance which allows two unmarried, unrelated adults who live together and agree to be jointly responsible for their basic living expenses to formally establish their relationship as a ""domestic partnership""?",F,75320,108926,40.8,59.1,50%+1,Ordinance,Initiative,November5_1991short,
1467,,L,Phelan Avenue Use,November,5,1991,"Nov 5, 1991","Shall the ordinance rezoning the Phelan Loop located at Ocean and Phelan streets across for City College from ""P"" (Public Use District) to ""NC-2"" (Small Scale Neighborhood Commercial District) be adopted?",F,74955,89834,45.4,54.5,50%+1,Ordinance,Referendum,November5_1991short,
1468,,M,Vacancy Control,November,5,1991,"Nov 5, 1991","Shall the City's rent control ordinance be amended to limit the amount a landlord may charge a new tenant to no more than 10 to 14 above the rent paid by the previous tenant, provided that the landlord could get additional increases if certain conditions are met?",F,81656,103586,44,55.9,50%+1,Ordinance,Referendum,November5_1991short,
1469,,N,Condominiums,November,5,1991,"Nov 5, 1991","Shall the City law that limits the type of buildings and number of units (200 annually) eligible for condominium conversion be amended to create a parallel procedure that makes all residential rental buildings eligible for conversion with no annual limit, and without regard to certain other restrictions in current law, if at least 51 of the tenants give written approval, the building owner provides for 90financing, the tenant is offered first chance to by the unit at 75 of market value, and certain other conditions are met?",F,57874,115642,33.3,66.6,50%+1,Ordinance,Supervisors,November5_1991short,
1470,,O,First Amendment,November,5,1991,"Nov 5, 1991",Shall it be the policy of the People of San Francisco to affirm the City's unqualified support for the First Amendment right to freedom of expression?,P,122563,46521,72.4,27.5,50%+1,Policy Declaration,Initiative,November5_1991short,
1471,,P,Hemp Medication,November,5,1991,"Nov 5, 1991",Shall it be the policy of the People of San Francisco to recommend that the State of California and the California Medical Association restore hemp medical preparations to the list of available medicines?,P,136492,35732,79.2,20.7,50%+1,Policy Declaration,Initiative,November5_1991short,
1472,,Q,Federal Budget Priorities,November,5,1991,"Nov 5, 1991",Shall it be the policy of the People of San Francisco for the federal government to reduce the military budget by 10 each year for the next 5 years and use the savings to better provide certain specified health and social welfare services and programs?,P,107724,66321,61.8,38.1,50%+1,Policy Declaration,Supervisors,November5_1991short,
1473,,A,School Sales Tax,December,10,1991,"Dec 10, 1991",Shall an ordinance of the San Francisco Educational Financing Authority be adopted so as to 1) approve a transactions and use tax of one quarter of one percent for a limited term for the general purpose of providing financial assistance to the San Francisco Unified School District and the San Francisco Community College District; 2) approve an increase in the California Constitution Article XIIIB appropriations limit for said districts in an amount equal to or greater than the revenue derived by each district from the transactions and use tax for the same fiscal year?,P,97461,79087,55.2,44.7,55%,School District Tax,Supervisors,December10_1991,
1474,,A,"Golden Gate Park Bonds $76,300,000",June,2,1992,"Jun 2, 1992","To incur a bonded indebtedness of $76,300,000 to pay the cost of the construction or reconstruction of repair, reforestation and rehabilitation of Golden Gate Park including water system supply and irrigation, lakes and water courses, utilities including street and security lighting, repair and rehabilitation of park features, landscaping, rest rooms including disabled access thereto.",P,120197,44904,72.8,27.1,66.67%,Bond Issue,Supervisors,June2_1992short,
1475,,B,"Civic Center Plaza Bonds $26,700,000",June,2,1992,"Jun 2, 1992","To incur a bonded indebtedness of $26,700,000 for improvements to the Civic Center Plaza and Fulton Street Mall, landscaping and street lighting surrounding the City Hall and area adjacent thereto.",F,70809,88664,44.4,55.5,66.67%,Bond Issue,Supervisors,June2_1992short,
1476,,C,"Civic Center Garage Bonds $24,000,000",June,2,1992,"Jun 2, 1992","To incur a bonded indebtedness of $24,000,000 to pay for the enlargement of the Civic Center Parking Garage or construction of a parking garage adjacent thereto, including asbestos abatement and providing access for the disabled.",F,56753,98865,36.4,63.5,66.67%,Bond Issue,Supervisors,June2_1992short,
1477,,D,"Civic Center Heating System Bonds $21,220,000",June,2,1992,"Jun 2, 1992","To incur a bonded indebtedness of $21,220,000 to pay the cost of construction or reconstruction of a heating system within the Civic Center area including pipelines and hot water boiler system.",F,63514,91551,40.9,59,66.67%,Bond Issue,Supervisors,June2_1992short,
1478,,E,"Infrastructure Fund, 12 years (1993-2005)",June,2,1992,"Jun 2, 1992","Shall the City be required to set aside a certain percentage of its General Fund each year for 12 years (1993-2005) to be used solely to pay for certain types of capital projects, such as the construction, maintenance and purchase of City buildings and other public properties?",F,59870,91230,39.6,60.3,50%+1,Charter Amendment,Supervisors,June2_1992short,
1479,,F,County Clerk,June,2,1992,"Jun 2, 1992","Shall the duties and personnel of the County Clerk be transferred from the Clerk of the Superior Court to the Department of Governmental Services, under the supervision of the Chief Administrative Officer?",P,85791,52177,62.1,37.8,50%+1,Charter Amendment,Supervisors,June2_1992short,
1480,,G,Chief Zoo Veterinarian,June,2,1992,"Jun 2, 1992","Shall the Chief Zoo Veterinarian be appointed and hold office at the pleasure of the General Manager of Recreation and Park Department, subject to the approval of the Recreation and Park Commission, rather than under civil service rules?",P,84079,63162,57.1,42.8,50%+1,Charter Amendment,Supervisors,June2_1992short,
1481,,H,Inventory Control,June,2,1992,"Jun 2, 1992","Shall the Purchaser no longer be required to maintain an inventory of all materials, supplies and equipment for other City departments, leaving the responsibility for maintaining such inventories to individual City departments?",P,71241,70389,50.3,49.6,50%+1,Charter Amendment,Supervisors,June2_1992short,
1482,,I,"Dividing California Into Two States, Northern and Southern",June,2,1992,"Jun 2, 1992",Shall it be the policy of the people of the City and County of San Francisco to support dividing California into a northern California state and a southern California state?,F,58707,95812,37.9,62,50%+1,Policy Declaration,Supervisors,June2_1992short,
1483,,J,San Francisco in Northern California if state divided in two,June,2,1992,"Jun 2, 1992",Shall it be the policy of the people of the City and County of San Francisco for San Francisco to be part of the northern California state if California is divided into a northern California state and a southern California state?,P,97448,57052,63,36.9,50%+1,Policy Declaration,Supervisors,June2_1992short,
1484,,A,"Earthquake Safety Loan Bonds $350,000,000",November,3,1992,"Nov 3, 1992","To incur a bonded indebtedness of $350,000,000 to provide loans for the seismic strengthening of unreinforced masonry buildings devoted to affordable housing and to market-rate residential, commercial and institutional uses and to pay necessary administrative costs incidental thereto.",P,197128,84735,69.9,30,66.67%,Bond Issue,Supervisors,November3_1992short,
1485,,B,"San Bruno Jail Bonds $158,100,000",November,3,1992,"Nov 3, 1992","To incur bonded indebtedness of $158,100,000 to pay the cost of construction or reconstruction of correctional facilities to replace the existing San Bruno jail facilities, including replacement housing, associated health and safety improvements and related acquisition, construction or reconstruction necessary or convenient for the foregoing purposes.",F,156851,116872,57.3,42.6,66.67%,Bond Issue,Supervisors,November3_1992short,
1486,,C,"Fire Department Bonds $40,800,000",November,3,1992,"Nov 3, 1992","To incur bonded indebtedness of $40,800,000 to pay the cost of construction and reconstruction of Fire Department facilities, including seismic strengthening, asbestos abatement, disabled access, separate bathroom and changing areas for male and female firefighters and related acquisition, construction or reconstruction necessary or convenient for the foregoing purposes.",P,188680,87229,68.3,31.6,66.67%,Bond Issue,Supervisors,November3_1992short,
1487,,D,Health Department Lease Financing,November,3,1992,"Nov 3, 1992","Shall the Board of Supervisors, without voter approval and subject to specified debt limits, be authorized to approve the lease financing of equipment and improvement to land and buildings, to be used by or for the Department of Health, if the Controller certifies that certain conditions are met?",P,132154,132998,49.8,50.1,50%+1,Charter Amendment,Supervisors,November3_1992short,
1488,,E,Collective Bargaining Start Date,November,3,1992,"Nov 3, 1992",Shall City employee organizations that choose collective bargaining be allowed to begin negotiating with the City immediately instead of being required to wait nine months before beginning to negotiate?,P,193202,70499,73.2,26.7,50%+1,Charter Amendment,Supervisors,November3_1992short,
1489,,F,Retirement Allowance Increase,November,3,1992,"Nov 3, 1992","Shall the City increase the monthly retirement allowance of City workers who retired before July 2, 1967 by $75, and of those who retired since then by a lesser amount, proportionate to the number of years the worker has been retired?",P,148712,123083,54.7,45.2,50%+1,Charter Amendment,Supervisors,November3_1992short,
1490,,G,Retirement Plan Transfers,November,3,1992,"Nov 3, 1992",Shall the Board of Supervisors be authorized to allow miscellaneous employees who become police officers or firefighters to keep the retirement credit they earned as miscellaneous employees?,P,199928,68233,74.5,25.4,50%+1,Charter Amendment,Supervisors,November3_1992short,
1491,,H,Allowable Rent Increases,November,3,1992,"Nov 3, 1992",Shall the City's Rent Control Ordinance be amended to change the range of allowable annual rent increase based upon the Consumer Price Index from 4 - 7 maximum to 0 - 7 maximum?,P,143761,128193,52.8,47.1,50%+1,Ordinance,Initiative,November3_1992short,
1492,,I,Withdrawn,November,3,1992,"Nov 3, 1992",Withdrawn,Not Available in Public Library's official records,,,,,,Withdrawn,Withdrawn,November3_1992short,
1493,,J,Aggressive Panhandling,November,3,1992,"Nov 3, 1992",Shall a person be prohibited from closely following another person while requesting money or other thing of value after the person being followed has made it known that he or she does not want to give any money or thing of value?,P,152982,123852,55.2,44.7,50%+1,Ordinance,Mayor,November3_1992short,
1494,,K,Health Maintenance Organization (HMO) District,November,3,1992,"Nov 3, 1992","Shall a special use district be created on the western 3/4 of the block bounded by Geary Boulevard, Broderick, Garden and Divisadero streets to permit the development of out-patient facilities operated by and affiliated with a health maintenance organization not allowed under current zoning restrictions?",P,137537,125881,52.2,47.7,50%+1,Ordinance,Initiative,November3_1992short,
1495,,L,Farmers' Market Zoning Restrictions,November,3,1992,"Nov 3, 1992","Shall the City, for the next 20 years, be prohibited from allowing any construction on or use of the land used by the Bernal Heights Farmers' Market and the hillside next to it except for the purposes related to the operation of the Farmers' Market?",F,105678,165559,38.9,61,50%+1,Ordinance,Initiative,November3_1992short,
1496,,A,School Sales Tax,June,15,1993,"Jun 15, 1993",Shall an ordinance of the San Francisco Educational Financing Authority be adopted so as to 1) approve a transactions and use tax of one quarter of one percent for a limited term for the general purpose of providing financial assistance to the San Francisco Unified School District and the San Francisco Community College District; 2) approve an increase in the California Constitution Article XIIIB appropriations limit for said districts in an amount equal to or greater than the revenue derived by each district from the transactions and use tax for the same fiscal year?,P,59547,21108,73.8,26.2,50%+1,Ordinance,Supervisors,June15_1993,
1497,,A,"Cultural Facilities Bonds $98,045,000",November,2,1993,"Nov 2, 1993","To incur a bonded indebtedness of $98,045,000 for certain cultural facilities improvements, including improvements to Asian Art Museum, Steinhart Aquarium, Mission Cultural Center, Bayview Opera House, Center for African and African-American Art and Culture - Western Addition, South of Market Cultural Center, Art Commission Gallery, Gay/Lesbian Cultural Center and the Palace of Fine Arts (Exploratorium).",F,88721,56277,61.1,38.8,66.67%,Bond Issue,Supervisors,November2_1993short,
1498,,AA,Public Officials and Employees Ride Public Transit,November,2,1993,"Nov 2, 1993",Shall it be the policy of the people of San Francisco that all City officials and full-time employees travel to and from work on public transit at least twice a week?,P,91387,49210,64.9,35,50%+1,Policy Declaration,Initiative,November2_1993short,
1499,,B,"Street and Traffic Safety Bonds $68,000,000",November,2,1993,"Nov 2, 1993","To incur a bonded indebtedness of $68,000,000 for street, sidewalk, lighting, traffic safety and utility improvements.",F,84375,59545,58.6,41.3,66.67%,Bond Issue,Supervisors,November2_1993short,
1500,,BB,Police Puppet,November,2,1993,"Nov 2, 1993",Shall it be the policy of the people of San Francisco to allow Police Officer Bob Geary to decide when he may use his puppet Brendan O'Smarty while on duty?,P,70374,67857,50.9,49,50%+1,Policy Declaration,Initiative,November2_1993short,
1501,,C,Sales Tax,November,2,1993,"Nov 2, 1993","Shall an ordinance be adopted approving a 1/2 percent sales tax in San Francisco which (1) could be used by the City for any purpose, and (2) would go into effect only if the state sales tax proposition is not approved in this election?",F,70898,73222,49.1,50.8,50%+1,Ordinance,Supervisors,November2_1993short,
1502,,D,Police and Fire Early Retirement,November,2,1993,"Nov 2, 1993",Shall police officers and firefighters be encouraged to retire early in 1994 by treating them as if the worked two years longer and were two years older?,F,63193,78315,44.6,55.3,50%+1,Charter Amendment,Supervisors,November2_1993short,
1503,,E,Spousal Pension Benefits,November,2,1993,"Nov 2, 1993",Shall the surviving spouses of deceased employees who qualify for a pension be allowed to continue receiving a pension upon remarriage?,F,65323,77058,45.8,54.1,50%+1,Charter Amendment,Supervisors,November2_1993short,
1504,,F,Police and Fire Retirement Benefit Modifications,November,2,1993,"Nov 2, 1993","Shall the Board of Supervisors, by a vote of eight of its members, be allowed to change retirement benefits for police officers and firefighters, and to contract to make police officers and firefighters members of the State Public Employees Retirement System instead of the City retirement system?",F,50858,86734,36.9,63,50%+1,Charter Amendment,Supervisors,November2_1993short,
1505,,G,Wage Freeze,November,2,1993,"Nov 2, 1993",Shall employees whose salaries are set by salary survey and who are represented by employee organizations that did not agree to wage freeze in 1991-92 be allowed to negotiate for dental coverage and two additional days off in 1993-94 and 1994-95 in return for acceptance of the 1993-94 wage freeze?,F,62311,73663,45.8,54.1,50%+1,Charter Amendment,Supervisors,November2_1993short,
1506,,H,Radio Communication System Lease Financing,November,2,1993,"Nov 2, 1993","Shall the City enter into a lease financing arrangement with the City and County of San Francisco Corporation, or a similar non-profit corporation, the obligations or evidence of indebtedness with respect to which shall not exceed the aggregate principal amount of fifty million dollars ($50,000,000) for the purpose of acquiring radio communications systems and related equipment for various departments, including, but not limited to, the Police, Fire, Sheriff, Parking & Traffic, and Public Health departments?",P,77383,56533,57.7,42.2,50%+1,Lease Financing,Supervisors,November2_1993short,
1507,,I,Health Department Lease Financing,November,2,1993,"Nov 2, 1993","Shall the Board of Supervisors, without voter approval and subject to specified debt limits, be authorized to approve the lease financing of equipment and improvements to buildings, to be used by or for the Department of Health, if the Controller certifies that certain conditions are met?",F,60789,76241,44.3,55.6,50%+1,Charter Amendment,Supervisors,November2_1993short,
1508,,J,Cash Management,November,2,1993,"Nov 2, 1993","Shall the Controller be allowed to approve the transfer of surplus funds from one City department to another department to pay for expenses, if the money transferred is repaid with interest within 12 months on conditions set by the Treasurer and Controller?",P,72068,64614,52.7,47.2,50%+1,Charter Amendment,Supervisors,November2_1993short,
1509,,K,Ethics Commission,November,2,1993,"Nov 2, 1993","Shall an Ethics Commission be created, with the power to (1) administer the City's campaign contribution, conflict of interest, lobbying and whistleblowing laws, (2) investigate alleged violations of these laws and impose penalties under certain circumstances, and (3) submit directly to the voters ordinances relating to governmental ethics?",P,71623,65979,52,47.9,50%+1,Charter Amendment,Supervisors,November2_1993short,
1510,,L,Human Resources Department,November,2,1993,"Nov 2, 1993","Shall the Charter be amended to create a Human Resources Department, and transfer to this department functions of the Civil Service Commission, the Health Services Board, the Employee Relations Office and personnel functions of the Department of Public Health, and shall the Board of Supervisors be authorized to transfer to this new department workers' compensation functions now performed by the Retirement Board?",P,79911,54277,59.5,40.4,50%+1,Charter Amendment,Supervisors,November2_1993short,
1511,,M,Transportation Commission,November,2,1993,"Nov 2, 1993","Shall the management of the Municipal Railway be transferred from the Public Utilities Commission to a new Public Transportation Commission, to be funded in part by revenues from parking meters, parking tickets, parking garages and the parking tax, and shall certain excess PUC revenues be allowed to be transferred to the City's general fund if certain conditions are met?",P," 72,090 N0: 65,925",,52.2,47.7,50%+1,Charter Amendment,Supervisors,November2_1993short,
1512,,N,Charter Review,November,2,1993,"Nov 2, 1993","Shall the Mayor, a member of the Board of Supervisors, and the Chief Administrative Officer be directed to review the Charter and propose changes that the Board of Supervisors could submit to the voters to make City government more cost effective and responsive?",P,73953,62781,54,45.9,50%+1,Charter Amendment,Supervisors,November2_1993short,
1513,,O,Meetings of Supervisor Committees,November,2,1993,"Nov 2, 1993","Shall committees of the Board of Supervisors be allowed, upon giving 30 days notice, to hold special meetings in San Francisco at locations other than City Hall?",P,89642,46359,65.9,34,50%+1,Charter Amendment,Supervisors,November2_1993short,
1514,,P,Board of Supervisors Meetings,November,2,1993,"Nov 2, 1993","Shall the Board of Supervisors be allowed, upon giving 30 days notice, to hold special meetings in San Francisco at locations other than City Hall?",P,82388,50799,61.8,38.1,50%+1,Charter Amendment,Supervisors,November2_1993short,
1515,,Q,Purchasing Procedures,November,2,1993,"Nov 2, 1993","Shall rules for purchasing equipment and supplies be changed to allow departments, with purchaser approval, to make purchases below $5,000, to require written contracts above $2,500 and sealed bids above $50,000, and allow the Board of Supervisors after 1997 to modify the $5,000 and $2,500 limits?",P,81339,49514,62.1,37.8,50%+1,Charter Amendment,Supervisors,November2_1993short,
1516,,R,Retirement Board,November,2,1993,"Nov 2, 1993",Shall retired employees be allowed to vote and be candidates in Retirement Board elections provided that not more than one retired employee at a time may serve on the Board?,P,106322,27912,79.2,20.7,50%+1,Charter Amendment,Supervisors,November2_1993short,
1517,,S,Fine Arts Museums,November,2,1993,"Nov 2, 1993",Shall the Board of Trustees of the Fine Arts Museums be allowed greater independence in the management and operation of the museums?,P,99383,36966,72.8,27.1,50%+1,Charter Amendment,Supervisors,November2_1993short,
1518,,T,Deputy Fire Chiefs,November,2,1993,"Nov 2, 1993",Shall the Chief of the Fire Department be allowed to appoint two Deputy Chiefs chosen from the rank of Assistant Chief or Battalion Chief?,P,95403,39305,70.8,29.1,50%+1,Charter Amendment,Supervisors,November2_1993short,
1519,,U,City Election Procedures,November,2,1993,"Nov 2, 1993","Shall candidates for City office be required to be San Francisco residents at the time they take out nomination papers, and shall certain other election procedures be changed, including providing the Registrar of Voters and other officials more time to prepare election materials?",P,122153,14000,89.7,10.2,50%+1,Charter Amendment,Supervisors,November2_1993short,
1520,,V,General Assistance,November,2,1993,"Nov 2, 1993","Shall certain changes be made to San Francisco's General Assistance (""GA"") laws to (1) add a durational residency requirement for GA applicants, (2) increase penalties for persons who violate GA rules or obtain GA benefits through fraud, (3) strengthen the City's ability to recover overpayments of GA, and (4) enable the City to obtain fingerprints for GA applicants and recipients to prevent duplicate GA payments?",P,85738,54113,61.3,38.6,50%+1,Ordinance,Mayor,November2_1993short,
1521,,W,Limits on Officeholder Accounts,November,2,1993,"Nov 2, 1993","Shall contributions to ""officeholder accounts"", which elected City officials form to accept contributions for purposes other than seeking election to City office, be limited to $250 a year, and shall elected officials be prohibited from accepting contributions to officeholder accounts for the six month period before they are up for re-election?",F,64575,68067,48.6,51.3,50%+1,Ordinance,Supervisors,November2_1993short,
1522,,X,Elimination of Officeholder Accounts,November,2,1993,"Nov 2, 1993","Shall ""officeholder accounts"", which elected City officials form to accept contributions for purposes other than seeking election to City office, be abolished, and shall all future contributions received by such officials be deposited in their campaign account and be subject to the City's $500 campaign contribution limit?",P,89245,42202,67.8,32.1,50%+1,Ordinance,Initiative,November2_1993short,
1523,,Y,Taxi Permits,November,2,1993,"Nov 2, 1993","Shall City law regulating taxicabs be amended to: (1) increase the total number of taxicab permits from 811 to 1,200 by 1998, (2) create three types of permits, (3) change procedures for issuing permits after 1999, and (4) allow persons driving pursuant to agreement with permit holder to choose whether to work as employees or independent contractors?",F,63702,75687,45.7,54.2,50%+1,Ordinance,Mayor,November2_1993short,
1524,,Z,Garbage and Recyclables,November,2,1993,"Nov 2, 1993","Shall the ordinance regulating refuse collection be repealed, and replaced by an ordinance that would (1) create a new commission to award contracts for collection of garbage and residential recyclables through competitive bidding, and (2) allow all businesses to contract with licensed recyclers for collection of recyclables?",F,33682,108860,23.6,76.3,50%+1,Ordinance,Initiative,November2_1993short,
1525,,A,"School Bonds $95,000,000",June,7,1994,"Jun 7, 1994","To incur a bonded indebtedness of $95,000,000 for the acquisition, construction and/or reconstruction of San Francisco Unified School District facilities, including facility upgrades, construction of new improvements, improvements to comply with the American Disabilities Act, removal and abatement of certain hazardous materials and related acquisition, construction or reconstruction necessary or convenient for the foregoing purposes.",P,82336,38023,68.4,31.5,55%,Bond Issue,Supervisors,June7_1994short,
1526,,B,911 Dispatch Center Financing,June,7,1994,"Jun 7, 1994","Shall the City enter into lease financing arrangements with the City and County of San Francisco Lease Finance Corporation, or a similar nonprofit corporation, the obligations or evidence of indebtedness with respect to which shall not exceed the aggregate principal amount of Sixty Million dollars ($60,000,000), for the purpose of constructing a combined dispatch center and acquiring related equipment, including a computer-aided dispatch system, for police, fire and emergency medical services?",P,74325,38713,65.7,34.2,50%+1,Lease Financing,Supervisors,June7_1994short,
1527,,C,Lease Finance Limit Increase,June,7,1994,"Jun 7, 1994","Shall the City's aggregate principal debt limit for the lease financing of equipment without voter approval be increased from $20,000,000 to $40,000,000, with the limit thereafter increased by five percent each year?",F,37243,71581,34.2,65.7,50%+1,Charter Amendment,Supervisors,June7_1994short,
1528,,D,Police Staffing,June,7,1994,"Jun 7, 1994","Shall the City be required to employ a minimum of 1,971 full duty police officers, with an emphasis on assigning officers to neighborhood policing and patrol?",P,62414,55232,53,46.9,50%+1,Charter Amendment,Supervisors,June7_1994short,
1529,,E,"Library Fund, Property Tax Revenues",June,7,1994,"Jun 7, 1994","Shall the City be required to maintain funding for the Library Department at a level no lower than that for 1992-93 fiscal year, and to establish a Library Preservation Fund, to be used only for additional library services, by placing a certain amount of property tax revenues in that fund annually, and shall the City be required to keep open a main and 26 branch libraries for a specified minimum number of hours each week?",P,82860,35800,69.8,30.1,50%+1,Charter Amendment,Initiative,June7_1994short,
1530,,F,Employment after Retirement,June,7,1994,"Jun 7, 1994","Shall retired City employees, who have special skills or knowledge, be allowed to return to work for the City for no more than 120 days or 960 hours each year and continue to receive retirement benefits while working?",P,59085,56255,51.2,48.7,50%+1,Charter Amendment,Supervisors,June7_1994short,
1531,,G,Mission-Driven Budgeting,June,7,1994,"Jun 7, 1994",Shall the City's current line-item budget process be replaced with a mission-driven budget process?,P,60296,40748,59.6,40.3,50%+1,Charter Amendment,Supervisors,June7_1994short,
1532,,H,Airport Bay Area Rapid Transit (BART) Station,June,7,1994,"Jun 7, 1994","Shall the City be required to select the site for the Airport BART station that is the most cost-effective, convenient and safest, as defined by the measure, without raising city taxes or diverting City funds from police, fire, public health or library programs?",F,47711,68004,41.2,58.7,50%+1,Ordinance,Supervisors,June7_1994short,
1533,,I,Bay Area Rapid Transit (BART) to the Airport,June,7,1994,"Jun 7, 1994","Shall the City be required to take all actions necessary to extend BART service into the Airport terminal area, and shall the Airports Commission be required to take all appropriate actions to generate the revenue necessary for this BART extension, which shall first include using any available Airport, regional, state and federal funds, and if necessary, adopting a passenger facility charge, if approved by the federal government?",P,75844,43634,63.4,36.5,50%+1,Ordinance,Initiative,June7_1994short,
1534,,J,ATM Area,June,7,1994,"Jun 7, 1994","Shall persons be prohibited from loitering or lingering within thirty feet of a cash dispensing machine (""ATM"") for more than one minute, while another person is using the ATM?",P,69432,50521,57.8,42.1,50%+1,Ordinance,Mayor,June7_1994short,
1535,,K,Low-Income Rental Housing,June,7,1994,"Jun 7, 1994","Shall public or private sponsors, with financial assistance from a state public body, be authorized to develop, construct and/or acquire low-rent housing developments with the City and County of San Francisco to provide not more than 3,000 affordable rental units for living accommodations for persons and families of low income, including the elderly or disabled?",P,74301,40737,64.5,35.4,50%+1,Policy Declaration,Mayor,June7_1994short,
1536,,A,"San Bruno Jail Bonds $195,600,000",November,8,1994,"Nov 8, 1994","To incur a bonded indebtedness of $195,600,000 to pay the cost of acquisition, construction and reconstruction of county correctional facilities to replace the existing San Bruno jail facilities, including replacement housing, administrative buildings, health clinics, training range, special housing units, health and safety improvements and renovation of certain improvements, and related acquisition, construction, or reconstruction necessary or convenient for the foregoing purposes.",P,114022,97030,54,45.9,50%+1,Bond Issue,Supervisors,November8_1994short,
1537,,B,"Old Main Library, Asian Art Museum Bonds $41,730,000",November,8,1994,"Nov 8, 1994","To incur a bonded indebtedness of $41,730,000 to pay the cost of construction and reconstruction of certain improvements to the Old Main Library, improvements necessary for relocating the Asian Art Museum to such location, asbestos abatement, historic preservation, improvements necessary to provide access to the disabled and for building code compliance, and related acquisition, construction and reconstruction necessary or convenient for the foregoing purposes.",P,155878,64266,70.8,29.1,66.67%,Bond Issue,Supervisors,November8_1994short,
1538,,C,"City Hall Improvement Bonds $38,350,000",November,8,1994,"Nov 8, 1994","To incur a bonded indebtedness of $38,350,000 to pay the cost of construction and reconstruction of certain improvements to City Hall, including life safety improvements, a providing access for the disabled, historic preservation, electrical power and systems upgrade, functional space conversions and provision of a childcare facility, and related acquisition, construction and reconstruction necessary or convenient for the foregoing purposes.",P,134378,73776,64.5,35.4,50%+1,Bond Issue,Supervisors,November8_1994short,
1539,,D,"Sewer Revenue Bonds $146,075,000",November,8,1994,"Nov 8, 1994","To issue revenue bonds in the principal amount of $146, 075,000 to provide funds for acquiring, construction, improving and financing additions, betterments and improvements to the existing municipal sewage treatment and disposal system, including, without limitation, flood control and major rehabilitation and upgrade of existing systems and facilities.",P,130140,74381,63.6,36.3,50%+1,Bond Issue,Supervisors,November8_1994short,
